Year,Month,Region,Model,Units_Sold,Avg_Price_EUR,Revenue_EUR,BEV_Share,Premium_Share,GDP_Growth,Fuel_Price_Index
2019,11,USA,X3,7133.0,58479,417130707,0.057,14.34,4.05,1.02
2019,11,USA,X5,7489.0,67778,507589442,0.046,14.34,4.05,1.02
2019,11,USA,X7,3906.0,91299,356613894,0.038,14.34,4.05,1.02
2019,11,USA,i4,10128.0,66060,669055680,0.045,14.34,4.05,1.02
2019,11,USA,iX,4446.0,74058,329261868,0.04,14.34,4.05,1.02
2019,11,USA,MINI,11417.0,40481,462171577,0.045,14.34,4.05,1.02
2019,11,RestOfWorld,3 Series,3862.0,48606,187716372,0.038,6.03,3.19,1.08
2019,11,RestOfWorld,5 Series,2960.0,61896,183212160,0.027,6.03,3.19,1.08
2019,11,RestOfWorld,X3,9049.0,56178,508354722,0.059,6.03,3.19,1.08
2019,11,RestOfWorld,X5,4252.0,68478,291168456,0.042,6.03,3.19,1.08
2019,11,RestOfWorld,X7,3200.0,92901,297283200,0.042,6.03,3.19,1.08
2019,11,RestOfWorld,i4,2635.0,65007,171293445,0.021,6.03,3.19,1.08
2019,11,RestOfWorld,iX,3605.0,76655,276341275,0.049,6.03,3.19,1.08
2019,11,RestOfWorld,MINI,11548.0,43333,500409484,0.045,6.03,3.19,1.08
2019,12,Europe,3 Series,6742.0,47644,321215848,0.02,20.35,3.11,1.04
2019,12,Europe,5 Series,6004.0,60866,365439464,0.03,20.35,3.11,1.04
2019,12,Europe,X3,12273.0,57847,709956231,0.03,20.35,3.11,1.04
2019,12,Europe,X5,9412.0,69700,656016400,0.053,20.35,3.11,1.04
2019,12,Europe,X7,8266.0,90340,746750440,0.042,20.35,3.11,1.04
2019,12,Europe,i4,7169.0,64968,465755592,0.037,20.35,3.11,1.04
2019,12,Europe,iX,3628.0,75429,273656412,0.026,20.35,3.11,1.04
2019,12,Europe,MINI,10056.0,41800,420340800,0.046,20.35,3.11,1.04
2019,12,China,3 Series,6079.0,47574,289202346,0.047,19.73,2.42,1.08
2019,12,China,5 Series,7921.0,61727,488939567,0.055,19.73,2.42,1.08
2019,12,China,X3,4551.0,59691,271653741,0.038,19.73,2.42,1.08
2019,12,China,X5,12134.0,70403,854270002,0.03,19.73,2.42,1.08
2019,12,China,X7,9780.0,91952,899290560,0.053,19.73,2.42,1.08
2019,12,China,i4,9909.0,63987,634047183,0.033,19.73,2.42,1.08
2019,12,China,iX,6595.0,73173,482575935,0.052,19.73,2.42,1.08
2019,12,China,MINI,7071.0,43052,304420692,0.049,19.73,2.42,1.08
2019,12,USA,3 Series,7074.0,49730,351790020,0.023,18.66,2.62,1.07
2019,12,USA,5 Series,4842.0,62459,302426478,0.038,18.66,2.62,1.07
2019,12,USA,X3,3891.0,59449,231316059,0.044,18.66,2.62,1.07
2019,12,USA,X5,11808.0,69702,823041216,0.046,18.66,2.62,1.07
2019,12,USA,X7,9504.0,92497,879091488,0.057,18.66,2.62,1.07
2019,12,USA,i4,4919.0,64866,319075854,0.057,18.66,2.62,1.07
2019,12,USA,iX,13143.0,76448,1004756064,0.052,18.66,2.62,1.07
2019,12,USA,MINI,11576.0,41563,481133288,0.047,18.66,2.62,1.07
2019,12,RestOfWorld,3 Series,4677.0,48343,226100211,0.046,6.48,3.45,1.02
2019,12,RestOfWorld,5 Series,10084.0,61104,616172736,0.038,6.48,3.45,1.02
2019,12,RestOfWorld,X3,7373.0,57856,426572288,0.028,6.48,3.45,1.02
2019,12,RestOfWorld,X5,11873.0,68998,819213254,0.039,6.48,3.45,1.02
2019,12,RestOfWorld,X7,9036.0,90222,815245992,0.047,6.48,3.45,1.02
2019,12,RestOfWorld,i4,10836.0,66350,718968600,0.035,6.48,3.45,1.02
2019,12,RestOfWorld,iX,4453.0,74461,331574833,0.055,6.48,3.45,1.02
2019,12,RestOfWorld,MINI,4112.0,41681,171392272,0.049,6.48,3.45,1.02
2020,Jan,Europe,3 Series,5799.0,48242,279755358,0.064,17.8,2.26,1.09
2020,1,Europe,5 Series,5783.0,62894,363716002,0.057,17.8,2.26,1.09
2020,Jan,Europe,X3,7713.0,58607,452035791,0.052,17.8,2.26,1.09
2020,1,Europe,X5,3666.0,68635,251615910,0.063,17.8,2.26,1.09
2020,1,Europe,X7,6545.0,93739,613521755,0.084,17.8,2.26,1.09
2020,1,Europe,i4,2523.0,66267,167191641,0.101,17.8,2.26,1.09
2020,1,Europe,iX,9127.0,76219,695650813,0.067,17.8,2.26,1.09
2020,Jan,Europe,MINI,8464.0,43740,370215360,0.078,17.8,2.26,1.09
2020,Jan,China,3 Series,4359.0,49759,216899481,0.071,14.05,0.65,1.11
2020,1,China,5 Series,6242.0,61463,383652046,0.082,14.05,0.65,1.11
2020,1,China,X3,3578.0,58884,210686952,0.062,14.05,0.65,1.11
2020,Jan,China,X5,9635.0,68399,659024365,0.074,14.05,0.65,1.11
2020,1,China,X7,5956.0,93843,558928908,0.075,14.05,0.65,1.11
2020,1,China,i4,10405.0,64178,667772090,0.07,14.05,0.65,1.11
2020,1,China,iX,10167.0,74257,754970919,0.069,14.05,0.65,1.11
2020,Jan,China,MINI,4842.0,41850,202637700,0.066,14.05,0.65,1.11
2020,1,USA,3 Series,4701.0,47731,224383431,0.077,14.91,2.96,1.06
2020,1,USA,5 Series,3307.0,62043,205176201,0.067,14.91,2.96,1.06
2020,1,USA,X3,8905.0,58156,517879180,0.069,14.91,2.96,1.06
2020,Jan,USA,X5,6351.0,70055,444919305,0.074,14.91,2.96,1.06
2020,1,USA,X7,12076.0,92352,1115242752,0.058,14.91,2.96,1.06
2020,1,USA,i4,4463.0,65721,293312823,0.071,14.91,2.96,1.06
2020,1,USA,iX,11133.0,73946,823240818,0.076,14.91,2.96,1.06
2020,1,USA,MINI,3966.0,43180,171251880,0.075,14.91,2.96,1.06
2020,1,RestOfWorld,3 Series,2878.0,47982,138092196,0.058,6.93,1.74,1.07
2020,1,RestOfWorld,5 Series,12078.0,63708,769465224,0.072,6.93,1.74,1.07
2020,1,RestOfWorld,X3,9189.0,56995,523727055,0.073,6.93,1.74,1.07
2020,Jan,RestOfWorld,X5,9216.0,69320,638853120,0.066,6.93,1.74,1.07
2020,1,RestOfWorld,X7,5709.0,91784,523994856,0.073,6.93,1.74,1.07
2020,1,RestOfWorld,i4,9470.0,65834,623447980,0.079,6.93,1.74,1.07
2020,1,RestOfWorld,iX,11771.0,73656,867004776,0.065,6.93,1.74,1.07
2020,1,RestOfWorld,MINI,5196.0,42211,219328356,0.069,6.93,1.74,1.07
2020,2,Europe,3 Series,6172.0,46976,289935872,0.066,16.47,4.66,1.15
2020,2,Europe,5 Series,3732.0,61043,227812476,0.073,16.47,4.66,1.15
2020,2,Europe,X3,4491.0,59375,266653125,0.069,16.47,4.66,1.15
2020,2,Europe,X5,8425.0,69867,588629475,0.058,16.47,4.66,1.15
2020,2,Europe,X7,9733.0,91610,891640130,0.069,16.47,4.66,1.15
2020,2,Europe,i4,10699.0,64239,687293061,0.051,16.47,4.66,1.15
2020,2,Europe,iX,4988.0,75808,378130304,0.072,16.47,4.66,1.15
2020,2,Europe,MINI,9205.0,43825,403409125,0.046,16.47,4.66,1.15
2020,2,China,3 Series,7249.0,48819,353888931,0.075,17.19,3.54,1.11
2020,2,China,5 Series,11675.0,60364,704749700,0.076,17.19,3.54,1.11
2020,2,China,X3,6805.0,56115,381862575,0.068,17.19,3.54,1.11
2020,2,China,X5,9651.0,70920,684448920,0.068,17.19,3.54,1.11
2020,2,China,X7,4918.0,93565,460152670,0.076,17.19,3.54,1.11
2020,2,China,i4,4253.0,65334,277865502,0.041,17.19,3.54,1.11
2020,2,China,iX,10756.0,76420,821973520,0.07,17.19,3.54,1.11
2020,2,China,MINI,8403.0,40682,341850846,0.066,17.19,3.54,1.11
2020,2,USA,3 Series,2795.0,49735,139009325,0.081,18.43,3.08,1.13
2020,2,USA,5 Series,3217.0,61309,197231053,0.065,18.43,3.08,1.13
2020,2,,X3,6698.0,57572,385617256,0.069,18.43,3.08,1.13
2020,2,USA,X5,8704.0,69958,608914432,0.066,18.43,3.08,1.13
2020,2,USA,X7,8225.0,90256,742355600,0.075,18.43,3.08,1.13
2020,2,USA,i4,6290.0,63546,399704340,0.075,18.43,3.08,1.13
2020,2,USA,iX,5714.0,76455,436863870,0.085,18.43,3.08,1.13
2020,2,USA,MINI,9996.0,40413,403968348,0.063,18.43,3.08,1.13
2020,2,RestOfWorld,3 Series,7964.0,47680,379723520,0.074,6.15,5.11,1.12
2020,2,RestOfWorld,5 Series,10485.0,63451,665283735,0.078,6.15,5.11,1.12
2020,2,RestOfWorld,X3,10395.0,57497,597681315,0.058,6.15,5.11,1.12
2020,2,RestOfWorld,X5,5090.0,68313,14334817120,0.069,6.15,5.11,1.12
2020,2,RestOfWorld,X7,5489.0,91590,502737510,0.062,6.15,5.11,1.12
2020,2,RestOfWorld,i4,11824.0,66701,788672624,0.065,6.15,5.11,1.12
2020,2,RestOfWorld,iX,5316.0,75960,403803360,0.082,6.15,5.11,1.12
2020,2,RestOfWorld,MINI,8347.0,40436,337519292,0.073,6.15,5.11,1.12
2020,3,Europe,3 Series,3127.0,49081,153476287,0.04,15.31,4.48,1.09
2020,3,Europe,5 Series,11836.0,61479,727665444,0.072,15.31,4.48,1.09
2020,3,Europe,X3,4767.0,59085,281658195,0.072,15.31,4.48,1.09
2020,3,Europe,X5,10558.0,70949,749079542,0.065,15.31,4.48,1.09
2020,3,Europe,X7,13645.0,91053,1242418185,0.059,15.31,4.48,1.09
2020,3,Europe,i4,10897.0,65307,711650379,0.06,15.31,4.48,1.09
2020,3,Europe,iX,4346.0,74035,321756110,0.072,15.31,4.48,1.09
2020,3,Europe,MINI,9964.0,43361,432049004,0.074,15.31,4.48,1.09
2020,3,China,3 Series,11960.0,49797,595572120,0.077,14.38,3.34,1.07
2020,3,China,5 Series,10321.0,63414,654495894,0.079,14.38,3.34,1.07
2020,3,China,X3,13419.0,58987,791546553,0.049,14.38,3.34,1.07
2020,3,China,X5,13502.0,68855,929680210,0.066,14.38,3.34,1.07
2020,3,China,X7,9066.0,91697,831325002,0.072,14.38,3.34,1.07
2020,3,China,i4,8188.0,64475,527921300,0.059,14.38,3.34,1.07
2020,3,China,iX,13420.0,75671,1015504820,0.079,14.38,3.34,1.07
2020,3,China,MINI,10017.0,42738,428106546,0.069,14.38,3.34,1.07
2020,3,USA,3 Series,11186.0,46928,524936608,0.08,17.46,3.27,1.08
2020,3,USA,5 Series,7120.0,63947,455302640,0.082,17.46,3.27,1.08
2020,3,USA,X3,3523.0,57629,203026967,0.071,17.46,3.27,1.08
2020,3,USA,X5,9715.0,67532,656073380,0.072,17.46,3.27,1.08
2020,3,USA,X7,11219.0,92918,1042447042,0.07,17.46,3.27,1.08
2020,3,USA,i4,5931.0,64023,379720413,0.06,17.46,3.27,1.08
2020,3,USA,iX,9528.0,76839,732121992,0.06,17.46,3.27,1.08
2020,3,USA,MINI,10019.0,40226,403024294,0.069,17.46,3.27,1.08
2020,3,RestOfWorld,3 Series,5546.0,48945,271448970,0.048,6.54,2.49,1.1
2020,3,RestOfWorld,5 Series,8073.0,63237,510512301,0.083,6.54,2.49,1.1
2020,3,RestOfWorld,X3,7454.0,58668,437311272,0.067,6.54,2.49,1.1
2020,3,RestOfWorld,X5,13861.0,68772,953248692,0.074,6.54,2.49,1.1
2020,3,RestOfWorld,X7,12654.0,91827,1161978858,0.077,6.54,2.49,1.1
2020,3,RestOfWorld,i4,11275.0,64051,722175025,0.068,6.54,2.49,1.1
2020,3,RestOfWorld,iX,10457.0,75535,789869495,0.058,6.54,2.49,1.1
2020,3,RestOfWorld,MINI,4618.0,41088,189744384,0.086,6.54,2.49,1.1
2020,4,Europe,3 Series,10049.0,48612,488501988,0.075,16.57,2.67,1.12
2020,4,Europe,5 Series,10555.0,62100,655465500,0.076,16.57,2.67,1.12
2020,4,Europe,X3,6291.0,56674,356536134,0.072,16.57,2.67,1.12
2020,4,Europe,X5,10662.0,67386,718469532,0.071,16.57,2.67,1.12
2020,4,Europe,X7,4690.0,90883,426241270,0.077,16.57,2.67,1.12
2020,4,Europe,i4,10274.0,63540,652809960,0.067,16.57,2.67,1.12
2020,4,Europe,iX,11511.0,76904,885241944,0.069,16.57,2.67,1.12
2020,4,Europe,MINI,6467.0,40118,259443106,0.065,16.57,2.67,1.12
2020,4,China,3 Series,5281.0,47705,251930105,0.072,17.65,3.72,1.12
2020,4,China,5 Series,8376.0,62222,521171472,0.081,17.65,3.72,1.12
2020,4,China,X3,5329.0,57759,307797711,0.066,17.65,3.72,1.12
2020,4,China,X5,4052.0,67664,274174528,0.064,17.65,3.72,1.12
2020,4,China,X7,10799.0,93896,1013982904,0.062,17.65,3.72,1.12
2020,4,China,i4,6252.0,65059,406748868,0.077,17.65,3.72,1.12
2020,4,China,iX,3241.0,76718,248643038,0.08,17.65,3.72,1.12
2020,4,China,MINI,9964.0,42670,425163880,0.056,17.65,3.72,1.12
2020,4,USA,3 Series,11414.0,48204,550200456,0.073,19.81,3.52,1.16
2020,4,USA,5 Series,7899.0,62459,493363641,0.076,19.81,3.52,1.16
2020,4,USA,X3,5816.0,57241,332913656,0.068,19.81,3.52,1.16
2020,4,USA,X5,11285.0,68625,774433125,0.087,19.81,3.52,1.16
2020,4,USA,X7,7777.0,93214,724925278,0.07,19.81,3.52,1.16
2020,4,USA,i4,9247.0,63277,585122419,0.072,19.81,3.52,1.16
2020,4,USA,iX,2751.0,76270,209818770,0.077,19.81,3.52,1.16
2020,4,USA,MINI,2542.0,43096,109550032,0.061,19.81,3.52,1.16
2020,4,RestOfWorld,3 Series,6307.0,48910,308475370,0.079,5.29,3.39,1.14
2020,4,RestOfWorld,5 Series,6024.0,61994,373451856,0.071,5.29,3.39,1.14
2020,4,RestOfWorld,X3,11260.0,57592,648485920,0.082,5.29,3.39,1.14
2020,4,RestOfWorld,X5,5141.0,67158,345259278,0.061,5.29,3.39,1.14
2020,4,RestOfWorld,X7,7331.0,92993,681731683,0.059,5.29,3.39,1.14
2020,4,RestOfWorld,i4,4477.0,66809,299103893,0.068,5.29,3.39,1.14
2020,4,RestOfWorld,iX,5319.0,75500,401584500,0.09,5.29,3.39,1.14
2020,4,RestOfWorld,MINI,10127.0,43365,439157355,0.07,5.29,3.39,1.14
2020,5,Europe,3 Series,7638.0,46492,355105896,0.069,17.21,1.69,1.11
2020,5,Europe,5 Series,11390.0,63232,720212480,0.081,17.21,1.69,1.11
2020,5,Europe,X3,10460.0,57605,602548300,0.066,17.21,1.69,1.11
2020,5,Europe,X5,12050.0,69607,838764350,0.076,17.21,1.69,1.11
2020,5,Europe,X7,5279.0,91624,483683096,0.054,17.21,1.69,1.11
2020,5,Europe,i4,9753.0,65006,634003518,0.075,17.21,1.69,1.11
2020,5,Europe,iX,11641.0,74283,864728403,0.072,17.21,1.69,1.11
2020,5,Europe,MINI,3140.0,40882,128369480,0.07,17.21,1.69,1.11
2020,5,China,3 Series,11012.0,48525,534357300,0.08,18.89,2.18,1.14
2020,5,China,5 Series,5964.0,62019,369881316,0.067,18.89,2.18,1.14
2020,5,China,X3,9542.0,59667,569342514,0.085,18.89,2.18,1.14
2020,5,China,X5,8532.0,69140,589902480,0.068,18.89,2.18,1.14
2020,5,China,X7,10852.0,93619,1015953388,0.081,18.89,2.18,1.14
2020,5,China,i4,4164.0,66583,277251612,0.073,18.89,2.18,1.14
2020,5,China,iX,6554.0,76638,502285452,0.065,18.89,2.18,1.14
2020,5,China,MINI,11716.0,41626,487690216,0.075,18.89,2.18,1.14
2020,5,USA,3 Series,6492.0,49336,320289312,0.062,16.82,2.16,1.08
2020,5,USA,5 Series,10499.0,63318,664775682,0.073,16.82,2.16,1.08
2020,5,USA,X3,11437.0,56600,647334200,0.07,16.82,2.16,1.08
2020,5,USA,X5,6970.0,70824,493643280,0.076,16.82,2.16,1.08
2020,5,USA,X7,11752.0,93929,1103853608,0.069,16.82,2.16,1.08
2020,5,USA,i4,5301.0,66088,350332488,0.063,16.82,2.16,1.08
2020,5,USA,iX,6917.0,76008,525747336,0.052,16.82,2.16,1.08
2020,5,USA,MINI,4693.0,41792,196129856,0.086,16.82,2.16,1.08
2020,5,RestOfWorld,3 Series,6746.0,47960,323538160,0.074,5.44,3.01,1.07
2020,5,RestOfWorld,5 Series,5316.0,61603,327481548,0.061,5.44,3.01,1.07
2020,5,RestOfWorld,X3,9992.0,58146,580994832,0.09,5.44,3.01,1.07
2020,5,RestOfWorld,X5,3657.0,67699,247575243,0.054,5.44,3.01,1.07
2020,5,RestOfWorld,X7,10039.0,92838,932000682,0.084,5.44,3.01,1.07
2020,5,RestOfWorld,i4,11645.0,63083,734601535,0.065,5.44,3.01,1.07
2020,5,RestOfWorld,iX,3949.0,76975,303974275,0.056,5.44,3.01,1.07
2020,5,RestOfWorld,MINI,9260.0,41391,383280660,0.072,5.44,3.01,1.07
2020,6,Europe,3 Series,8243.0,49351,406800293,0.044,15.45,3.89,1.09
2020,6,Europe,5 Series,7120.0,62583,445590960,0.072,15.45,3.89,1.09
2020,6,Europe,X3,6500.0,56278,365807000,0.052,15.45,3.89,1.09
2020,6,Europe,X5,3591.0,67862,243692442,0.073,15.45,3.89,1.09
2020,6,Europe,X7,12761.0,93580,1194174380,0.087,15.45,3.89,1.09
2020,6,Europe,i4,7383.0,63699,470289717,0.094,15.45,3.89,1.09
2020,6,Europe,iX,9263.0,76388,707582044,0.063,15.45,3.89,1.09
2020,6,Europe,MINI,7936.0,41538,329645568,0.06,15.45,3.89,1.09
2020,6,China,3 Series,6692.0,46305,309873060,0.067,19.12,2.41,1.07
2020,6,China,5 Series,6120.0,60868,372512160,0.081,19.12,2.41,1.07
2020,6,China,X3,10703.0,59256,634216968,0.061,19.12,2.41,1.07
2020,6,China,X5,8268.0,70450,582480600,0.061,19.12,2.41,1.07
2020,6,China,X7,11326.0,92708,1050010808,0.064,19.12,2.41,1.07
2020,6,China,i4,5236.0,65800,344528800,0.084,19.12,2.41,1.07
2020,6,China,iX,12782.0,76273,974921486,0.071,19.12,2.41,1.07
2020,6,China,MINI,8206.0,42209,346367054,0.062,19.12,2.41,1.07
2020,6,USA,3 Series,6217.0,46152,286926984,0.054,20.67,3.42,1.14
2020,6,USA,5 Series,9624.0,62964,605965536,0.078,20.67,3.42,1.14
2020,6,USA,X3,6179.0,59875,369967625,0.09,20.67,3.42,1.14
2020,6,USA,X5,4202.0,69536,292190272,0.101,20.67,3.42,1.14
2020,6,USA,X7,11497.0,91914,1056735258,0.081,20.67,3.42,1.14
2020,6,USA,i4,11502.0,66072,759960144,0.08,20.67,3.42,1.14
2020,6,USA,iX,13639.0,74661,1018301379,0.081,20.67,3.42,1.14
2020,6,USA,MINI,7187.0,43489,312555443,0.079,20.67,3.42,1.14
2020,6,RestOfWorld,3 Series,7995.0,49408,395016960,0.061,5.69,2.46,1.12
2020,6,RestOfWorld,5 Series,11942.0,60560,723207520,0.075,5.69,2.46,1.12
2020,6,RestOfWorld,X3,13748.0,56191,772513868,0.063,5.69,2.46,1.12
2020,6,RestOfWorld,X5,7765.0,70920,550693800,0.089,5.69,2.46,1.12
2020,6,RestOfWorld,X7,11200.0,92911,1040603200,0.083,5.69,2.46,1.12
2020,6,RestOfWorld,i4,4257.0,66523,283188411,0.036,5.69,2.46,1.12
2020,6,RestOfWorld,iX,9949.0,74824,744423976,0.073,5.69,2.46,1.12
2020,6,RestOfWorld,MINI,4422.0,40673,179856006,0.067,5.69,2.46,1.12
2020,7,Europe,3 Series,6466.0,47191,305137006,0.073,18.93,1.48,1.09
2020,7,Europe,5 Series,4773.0,61476,293424948,0.088,18.93,1.48,1.09
2020,7,Europe,X3,8988.0,59311,533087268,0.06,18.93,1.48,1.09
2020,7,Europe,X5,4385.0,68506,300398810,0.07,18.93,1.48,1.09
2020,7,Europe,X7,11429.0,91481,1045536349,0.06,18.93,1.48,1.09
2020,7,Europe,i4,9824.0,66731,655565344,0.067,18.93,1.48,1.09
2020,7,Europe,iX,9830.0,76447,751474010,0.059,18.93,1.48,1.09
2020,7,Europe,MINI,5632.0,40882,230247424,0.06,18.93,1.48,1.09
2020,7,China,3 Series,11143.0,46594,519196942,0.082,16.19,2.22,1.1
2020,7,China,5 Series,7144.0,60463,431947672,0.073,16.19,2.22,1.1
2020,7,China,X3,9859.0,56139,553474401,0.058,16.19,2.22,1.1
2020,7,China,X5,3951.0,69949,276368499,0.066,16.19,2.22,1.1
2020,7,China,X7,5707.0,93140,531549980,0.08,16.19,2.22,1.1
2020,7,China,i4,8822.0,63887,563611114,0.068,16.19,2.22,1.1
2020,7,China,iX,5643.0,73018,412040574,0.065,16.19,2.22,1.1
2020,7,China,MINI,7372.0,42244,311422768,0.053,16.19,2.22,1.1
2020,7,USA,3 Series,4972.0,49474,245984728,0.058,19.49,3.16,1.1
2020,7,USA,5 Series,10894.0,61845,673739430,0.075,19.49,3.16,1.1
2020,7,USA,X3,10215.0,58385,596402775,0.067,19.49,3.16,1.1
2020,7,USA,X5,5297.0,67360,356805920,0.065,19.49,3.16,1.1
2020,7,USA,X7,8923.0,92369,824208587,0.074,19.49,3.16,1.1
2020,7,USA,i4,3038.0,66641,202455358,0.07,19.49,3.16,1.1
2020,7,USA,iX,4519.0,74968,338780392,0.073,19.49,3.16,1.1
2020,7,USA,MINI,6346.0,41712,264704352,0.057,19.49,3.16,1.1
2020,7,RestOfWorld,3 Series,10975.0,48213,529137675,0.078,5.41,1.5,1.08
2020,7,RestOfWorld,5 Series,6663.0,60153,400799439,0.091,5.41,1.5,1.08
2020,7,RestOfWorld,X3,4046.0,56949,230415654,0.069,5.41,1.5,1.08
2020,7,RestOfWorld,X5,4727.0,70179,331736133,0.072,5.41,1.5,1.08
2020,7,RestOfWorld,X7,6096.0,92849,566007504,0.057,5.41,1.5,1.08
2020,7,RestOfWorld,i4,4271.0,64306,274650926,0.078,5.41,1.5,1.08
2020,7,RestOfWorld,iX,6393.0,76397,488406021,0.089,5.41,1.5,1.08
2020,7,RestOfWorld,MINI,6741.0,41082,276933762,0.064,5.41,1.5,1.08
2020,8,Europe,3 Series,11952.0,49386,590261472,0.092,20.63,4.02,1.11
2020,8,Europe,5 Series,7307.0,62994,460297158,0.06,20.63,4.02,1.11
2020,8,Europe,X3,11329.0,58028,657399212,0.056,20.63,4.02,1.11
2020,8,Europe,X5,11051.0,68472,756684072,0.084,20.63,4.02,1.11
2020,8,Europe,X7,6944.0,93235,647423840,0.055,20.63,4.02,1.11
2020,8,Europe,i4,2600.0,64920,168792000,0.075,20.63,4.02,1.11
2020,8,Europe,iX,10389.0,73617,764807013,0.081,20.63,4.02,1.11
2020,8,Europe,MINI,9637.0,43871,422784827,0.067,20.63,4.02,1.11
2020,8,China,3 Series,4348.0,49578,215565144,0.061,17.49,3.65,1.07
2020,8,China,5 Series,3891.0,63198,245903418,0.069,17.49,3.65,1.07
2020,8,China,X3,6219.0,58962,366684678,0.042,17.49,3.65,1.07
2020,8,China,X5,3382.0,70856,239634992,0.076,17.49,3.65,1.07
2020,8,China,X7,6684.0,92259,616659156,0.057,17.49,3.65,1.07
2020,8,China,i4,11137.0,65804,732859148,0.077,17.49,3.65,1.07
2020,8,China,iX,10917.0,74389,812104713,0.069,17.49,3.65,1.07
2020,8,China,MINI,6710.0,42346,284141660,0.068,17.49,3.65,1.07
2020,8,USA,3 Series,6974.0,47526,331446324,0.053,18.25,4.71,1.09
2020,8,USA,5 Series,3888.0,61573,239395824,0.083,18.25,4.71,1.09
2020,8,USA,X3,6918.0,58551,405055818,0.052,18.25,4.71,1.09
2020,8,USA,X5,4524.0,67869,307039356,0.069,18.25,4.71,1.09
2020,8,USA,X7,3538.0,90690,320861220,0.072,18.25,4.71,1.09
2020,8,USA,i4,11263.0,63489,715076607,0.087,18.25,4.71,1.09
2020,8,USA,iX,9429.0,76928,725354112,0.072,18.25,4.71,1.09
2020,8,USA,MINI,2813.0,41392,116435696,0.078,18.25,4.71,1.09
2020,8,RestOfWorld,3 Series,7861.0,49697,390668117,0.07,6.75,2.58,1.14
2020,8,RestOfWorld,5 Series,8295.0,61572,510739740,0.083,6.75,2.58,1.14
2020,8,RestOfWorld,X3,10268.0,57162,586939416,0.065,6.75,2.58,1.14
2020,8,RestOfWorld,X5,9920.0,68228,676821760,0.079,6.75,2.58,1.14
2020,8,RestOfWorld,X7,9480.0,90874,861485520,0.053,6.75,2.58,1.14
2020,8,RestOfWorld,i4,10576.0,66035,698386160,0.086,6.75,2.58,1.14
2020,8,RestOfWorld,iX,5818.0,75981,442057458,0.08,6.75,2.58,1.14
2020,8,RestOfWorld,MINI,10887.0,43456,473105472,0.06,6.75,2.58,1.14
2020,9,Europe,3 Series,3196.0,47619,152190324,0.071,20.6,4.49,1.1
2020,9,Europe,5 Series,3850.0,60963,234707550,0.072,20.6,4.49,1.1
2020,9,Europe,X3,3142.0,56745,178292790,0.069,20.6,4.49,1.1
2020,9,Europe,X5,7119.0,68688,488989872,0.078,20.6,4.49,1.1
2020,9,Europe,X7,12788.0,93927,1201138476,0.067,20.6,4.49,1.1
2020,9,Europe,i4,10256.0,64772,664301632,0.072,20.6,4.49,1.1
2020,9,Europe,iX,5936.0,73621,437014256,0.076,20.6,4.49,1.1
2020,9,Europe,MINI,10052.0,41200,414142400,0.076,20.6,4.49,1.1
2020,9,China,3 Series,13908.0,48472,674148576,0.065,20.13,3.71,1.1
2020,9,China,5 Series,3015.0,62512,188473680,0.08,20.13,3.71,1.1
2020,9,China,X3,10166.0,58872,598492752,0.074,20.13,3.71,1.1
2020,9,China,X5,6148.0,69504,427310592,0.076,20.13,3.71,1.1
2020,9,China,X7,4897.0,93443,457590371,0.086,20.13,3.71,1.1
2020,9,China,i4,4835.0,64942,313994570,0.064,20.13,3.71,1.1
2020,9,China,iX,8936.0,76089,679931304,0.08,20.13,3.71,1.1
2020,9,China,MINI,,40757,344844977,0.079,20.13,3.71,1.1
2020,9,USA,3 Series,11284.0,49982,563996888,0.056,14.74,2.29,1.06
2020,9,USA,5 Series,6941.0,60411,419312751,0.064,14.74,2.29,1.06
2020,9,USA,X3,9657.0,59246,572138622,0.08,14.74,2.29,1.06
2020,9,USA,X5,6832.0,70005,478274160,0.091,14.74,2.29,1.06
2020,9,USA,X7,7056.0,92222,650718432,0.089,14.74,2.29,1.06
2020,9,USA,i4,8858.0,63448,562022384,0.074,14.74,2.29,1.06
2020,9,USA,iX,5186.0,75805,393124730,0.044,14.74,2.29,1.06
2020,9,USA,MINI,5153.0,42977,221460481,0.07,14.74,2.29,1.06
2020,9,RestOfWorld,3 Series,8033.0,46070,370080310,0.074,6.87,2.96,1.16
2020,9,RestOfWorld,5 Series,9197.0,61348,564217556,0.062,6.87,2.96,1.16
2020,9,RestOfWorld,X3,8891.0,58218,517616238,0.075,6.87,2.96,1.16
2020,9,RestOfWorld,X5,12758.0,68788,877597304,0.083,6.87,2.96,1.16
2020,9,RestOfWorld,X7,11513.0,92841,1068878433,0.067,6.87,2.96,1.16
2020,9,RestOfWorld,i4,13827.0,65072,899750544,0.074,6.87,2.96,1.16
2020,9,RestOfWorld,iX,7454.0,76904,573242416,0.073,6.87,2.96,1.16
2020,9,RestOfWorld,MINI,11380.0,40504,460935520,0.088,6.87,2.96,1.16
2020,10,Europe,3 Series,9337.0,46338,432657906,0.068,14.89,2.73,1.11
2020,10,Europe,5 Series,3180.0,60961,193855980,0.084,14.89,2.73,1.11
2020,10,Europe,X3,6553.0,59764,391633492,0.069,14.89,2.73,1.11
2020,10,Europe,X5,7186.0,69104,496581344,0.08,14.89,2.73,1.11
2020,10,Europe,X7,12030.0,91895,1105496850,0.057,14.89,2.73,1.11
